time_fs,S2
1.746431359999999984e+02,1.208972350112248323e-01
1.751269120000000044e+02,1.210028528750617255e-01
1.756106880000000103e+02,1.212217599037839072e-01
1.760944639999999879e+02,1.212117590757101904e-01
1.765782399999999939e+02,1.200866609066978952e-01
1.770620159999999998e+02,1.189887678572414537e-01
1.775457920000000058e+02,1.189127314058998353e-01
1.780295680000000118e+02,1.198724794496721507e-01
1.785133439999999894e+02,1.231846560134914198e-01
1.789971199999999953e+02,1.232764279514328848e-01
1.794808960000000013e+02,1.237110522576773258e-01
1.799646720000000073e+02,1.248507973641414942e-01
1.804484480000000133e+02,1.274103592614281300e-01
1.809322239999999908e+02,1.275327790802009420e-01
1.814159999999999968e+02,1.244290517061946433e-01
1.818997760000000028e+02,1.234788047381281534e-01
1.823835520000000088e+02,1.237990071566769518e-01
1.828673279999999863e+02,1.221384753406665885e-01
1.833511039999999923e+02,1.192226614520811023e-01
1.838348799999999983e+02,1.186819585799179094e-01
1.843186560000000043e+02,1.213324021322176316e-01
1.848024320000000102e+02,1.207853142266177987e-01
1.852862079999999878e+02,1.200493708605946397e-01
1.857699839999999938e+02,1.192182413783687417e-01
1.862537599999999998e+02,1.195523262260712732e-01
1.867375360000000057e+02,1.204916108145703130e-01
1.872213120000000117e+02,1.152206753365141445e-01
1.877050879999999893e+02,1.128388077697943942e-01
1.881888639999999953e+02,1.125265530551570886e-01
1.886726400000000012e+02,1.125606583500871755e-01
1.891564160000000072e+02,1.147126770134107715e-01
1.896401920000000132e+02,1.155702999569083317e-01
1.901239679999999908e+02,1.162925324227836871e-01
1.906077439999999967e+02,1.160893870717822768e-01
1.910915200000000027e+02,1.149842114433314300e-01
1.915752960000000087e+02,1.145822384032034041e-01
1.920590719999999862e+02,1.146192262826914304e-01
1.925428479999999922e+02,1.149126904256523168e-01
1.930266239999999982e+02,1.167719197261390257e-01
1.935104000000000042e+02,1.187447521788411176e-01
