true,pred
2.726562500000000000e+00,2.697356700897216797e+00
2.769531250000000000e+00,2.731420516967773438e+00
2.669921875000000000e+00,2.710212469100952148e+00
2.441406250000000000e+00,2.418877124786376953e+00
2.584960937500000000e+00,2.507194757461547852e+00
2.727539062500000000e+00,2.697172641754150391e+00
2.571289062500000000e+00,2.609946250915527344e+00
2.575195312500000000e+00,2.508733987808227539e+00
2.722656250000000000e+00,2.722979545593261719e+00
2.660156250000000000e+00,2.652952194213867188e+00
2.707031250000000000e+00,2.681434631347656250e+00
2.587890625000000000e+00,2.581077575683593750e+00
2.714843750000000000e+00,2.765789508819580078e+00
2.666015625000000000e+00,2.588761091232299805e+00
2.538085937500000000e+00,2.520009517669677734e+00
2.730468750000000000e+00,2.736581802368164062e+00
2.641601562500000000e+00,2.669860363006591797e+00
2.597656250000000000e+00,2.613622188568115234e+00
2.636718750000000000e+00,2.532266139984130859e+00
2.582031250000000000e+00,2.574613571166992188e+00
2.752929687500000000e+00,2.718347549438476562e+00
2.553710937500000000e+00,2.617367267608642578e+00
2.567382812500000000e+00,2.580791234970092773e+00
2.740234375000000000e+00,2.743225097656250000e+00
2.556640625000000000e+00,2.520191669464111328e+00
2.574218750000000000e+00,2.537151575088500977e+00
2.594726562500000000e+00,2.559881448745727539e+00
2.626953125000000000e+00,2.677423477172851562e+00
2.694335937500000000e+00,2.632903575897216797e+00
2.554687500000000000e+00,2.602173328399658203e+00
2.609375000000000000e+00,2.591064453125000000e+00
2.626953125000000000e+00,2.563974857330322266e+00
2.588867187500000000e+00,2.587667942047119141e+00
2.638671875000000000e+00,2.587424755096435547e+00
2.658203125000000000e+00,2.637603759765625000e+00
2.661132812500000000e+00,2.672929763793945312e+00
2.627929687500000000e+00,2.615914344787597656e+00
2.787109375000000000e+00,2.753677129745483398e+00
2.628906250000000000e+00,2.635428428649902344e+00
2.710937500000000000e+00,2.700366497039794922e+00
2.764648437500000000e+00,2.748419761657714844e+00
2.540039062500000000e+00,2.566387653350830078e+00
2.734375000000000000e+00,2.721596002578735352e+00
2.682617187500000000e+00,2.686912059783935547e+00
2.625976562500000000e+00,2.624906778335571289e+00
2.673828125000000000e+00,2.665685653686523438e+00
2.696289062500000000e+00,2.712578058242797852e+00
2.716796875000000000e+00,2.731055259704589844e+00
2.729492187500000000e+00,2.704505205154418945e+00
2.585937500000000000e+00,2.587016105651855469e+00
2.539062500000000000e+00,2.526415824890136719e+00
2.593750000000000000e+00,2.602427482604980469e+00
2.677734375000000000e+00,2.691683769226074219e+00
2.636718750000000000e+00,2.687302589416503906e+00
2.686523437500000000e+00,2.728405952453613281e+00
2.596679687500000000e+00,2.596132755279541016e+00
2.629882812500000000e+00,2.615513563156127930e+00
2.540039062500000000e+00,2.521073818206787109e+00
2.597656250000000000e+00,2.600175380706787109e+00
2.672851562500000000e+00,2.630572319030761719e+00
2.694335937500000000e+00,2.632334232330322266e+00
2.565429687500000000e+00,2.501789093017578125e+00
2.589843750000000000e+00,2.530998706817626953e+00
